time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
1.825029,-0.015724,-0.015771,0.005512,0.006187,0.023529,0.025139
1.830029,-0.015093,-0.015255,0.014977,0.013750,0.023439,0.025063
1.835030,-0.018941,-0.019879,0.028720,0.030250,0.023400,0.025023
1.840030,-0.027744,-0.026914,0.047154,0.045004,0.023321,0.024983
1.845030,-0.042046,-0.044079,0.070065,0.072494,0.023029,0.024698
1.850030,-0.062106,-0.060126,0.096976,0.094035,0.022272,0.024176
1.855031,-0.087697,-0.090806,0.127299,0.130424,0.020751,0.022522
1.860031,-0.118214,-0.115210,0.160224,0.156799,0.018177,0.020622
1.865031,-0.152534,-0.156304,0.194673,0.198156,0.014357,0.016319
1.870031,-0.189266,-0.185651,0.229446,0.226027,0.009248,0.012439
1.875032,-0.227020,-0.230827,0.263512,0.266961,0.002946,0.005207
1.880032,-0.264601,-0.260827,0.296150,0.293127,-0.004363,-0.000429
1.885032,-0.301130,-0.304529,0.326946,0.330158,-0.012461,-0.009836
1.890032,-0.336002,-0.332353,0.355624,0.353155,-0.021099,-0.016561
1.895033,-0.368759,-0.371542,0.382106,0.385017,-0.030053,-0.027048
1.900033,-0.399050,-0.395711,0.406370,0.404480,-0.039104,-0.034143
1.905033,-0.426655,-0.428748,0.428426,0.431021,-0.048045,-0.044675
1.910033,-0.451567,-0.448627,0.448355,0.447004,-0.056708,-0.051498
1.915033,-0.474023,-0.475525,0.466453,0.468789,-0.065057,-0.061378
1.920034,-0.494474,-0.491846,0.483091,0.482134,-0.073145,-0.067768
1.925034,-0.513467,-0.514612,0.498576,0.500773,-0.081041,-0.077137
1.930034,-0.531476,-0.528995,0.513176,0.512480,-0.088829,-0.083300
1.935034,-0.548865,-0.549842,0.527161,0.529315,-0.096632,-0.092573
1.940035,-0.565844,-0.563417,0.540726,0.540200,-0.104554,-0.098851
1.945035,-0.581979,-0.582741,0.553791,0.555913,-0.112506,-0.108299
1.950035,-0.595683,-0.593737,0.565629,0.565429,-0.119823,-0.114126
1.955035,-0.605209,-0.605185,0.575271,0.577017,-0.125521,-0.120906
1.960036,-0.609334,-0.608533,0.581896,0.582339,-0.128707,-0.123455
1.965036,-0.607286,-0.606134,0.584915,0.585970,-0.128743,-0.123488
1.970036,-0.598556,-0.599198,0.583863,0.585147,-0.125219,-0.120668
1.975036,-0.582977,-0.580544,0.578334,0.578539,-0.117975,-0.111942
1.980036,-0.560587,-0.562623,0.567897,0.570233,-0.107045,-0.103135
1.985037,-0.531635,-0.527812,0.552184,0.551463,-0.092730,-0.085805
1.990037,-0.496475,-0.499569,0.530843,0.534484,-0.075543,-0.071874
1.995037,-0.455741,-0.450452,0.503406,0.501719,-0.056088,-0.048171
2.000037,-0.410134,-0.413731,0.469450,0.474690,-0.035115,-0.031057
2.005037,-0.360259,-0.353467,0.428702,0.426009,-0.013517,-0.004563
2.010037,-0.306628,-0.310228,0.381047,0.388033,0.007733,0.012913
2.015036,-0.249952,-0.241723,0.326828,0.323207,0.027544,0.037425
2.020036,-0.191323,-0.194469,0.267078,0.275508,0.044829,0.051791
2.025036,-0.132202,-0.123135,0.203605,0.199531,0.058728,0.069227
2.030035,-0.073897,-0.076276,0.138442,0.147444,0.068836,0.077784
2.035035,-0.017313,-0.008201,0.073515,0.069627,0.075163,0.086014
2.040035,0.036879,0.035216,0.010430,0.019157,0.078023,0.088664
2.045034,0.088195,0.096794,-0.049564,-0.052820,0.077916,0.089026
2.050034,0.136339,0.135277,-0.105625,-0.097691,0.075432,0.087304
2.055033,0.181164,0.188980,-0.157306,-0.159739,0.071164,0.082539
2.060033,0.222599,0.222061,-0.204472,-0.197497,0.065655,0.078318
2.065033,0.260605,0.267559,-0.247210,-0.248827,0.059379,0.071036
2.070032,0.295174,0.295143,-0.285735,-0.279667,0.052734,0.065845
2.075032,0.326380,0.332502,-0.320373,-0.321276,0.046021,0.057950
2.080032,0.354310,0.354790,-0.351530,-0.346216,0.039457,0.052777
2.085031,0.379152,0.384540,-0.379658,-0.380004,0.033163,0.045316
2.090031,0.401238,0.402168,-0.405146,-0.400404,0.027210,0.040599
2.095031,0.420904,0.425733,-0.428357,-0.428284,0.021616,0.033937
2.100030,0.438539,0.439812,-0.449656,-0.445328,0.016349,0.029749
2.105030,0.454597,0.459063,-0.469435,-0.469088,0.011320,0.023737
2.110029,0.469530,0.470988,-0.488065,-0.483997,0.006402,0.019818
2.115029,0.483842,0.488152,-0.505919,-0.505440,0.001431,0.013869
2.120029,0.497991,0.499453,-0.523267,-0.519326,-0.003735,0.009750
2.125028,0.512258,0.516558,-0.540284,-0.539765,-0.009207,0.003202
2.130028,0.526893,0.528248,-0.557093,-0.553223,-0.015077,-0.001476
2.135028,0.542019,0.546372,-0.573733,-0.573207,-0.021387,-0.009017
2.140027,0.557575,0.558796,-0.590188,-0.586383,-0.028147,-0.014402
2.145027,0.573453,0.577817,-0.606358,-0.605803,-0.035296,-0.022939
2.150027,0.589572,0.590693,-0.622120,-0.618427,-0.042739,-0.028865
2.155026,0.605809,0.610146,-0.637364,-0.636738,-0.050374,-0.037982
2.160026,0.622032,0.623108,-0.652058,-0.648507,-0.058155,-0.044177
2.165025,0.638155,0.642427,-0.666218,-0.665516,-0.066071,-0.053628
2.170025,0.654042,0.655127,-0.679822,-0.676411,-0.074070,-0.059997
2.175025,0.669546,0.673714,-0.692867,-0.692083,-0.082107,-0.069596
2.180024,0.684476,0.685660,-0.705391,-0.702116,-0.090182,-0.076033
2.185024,0.698344,0.702293,-0.717160,-0.716247,-0.097978,-0.085342
2.190024,0.710522,0.712058,-0.727828,-0.724792,-0.105005,-0.090951
2.195023,0.720332,0.723856,-0.737121,-0.735946,-0.110804,-0.097887
2.200023,0.727170,0.729371,-0.744753,-0.742059,-0.114893,-0.101163
2.205023,0.730583,0.733536,-0.750559,-0.749034,-0.116936,-0.103624
2.210022,0.730397,0.733440,-0.754503,-0.752192,-0.116794,-0.103518
2.215022,0.726786,0.729202,-0.756728,-0.754883,-0.114605,-0.100914
2.220021,0.719920,0.723774,-0.757336,-0.755389,-0.110513,-0.097651
2.225021,0.709702,0.711597,-0.756225,-0.754091,-0.104472,-0.090401
2.230021,0.695879,0.700593,-0.753150,-0.751670,-0.096313,-0.083864
2.235020,0.678235,0.679472,-0.747852,-0.745380,-0.085942,-0.071369
2.240020,0.656748,0.662290,-0.740101,-0.739245,-0.073386,-0.061261
2.245020,0.631690,0.632205,-0.729744,-0.726933,-0.058841,-0.043670
2.250019,0.603511,0.609605,-0.716717,-0.716603,-0.042648,-0.030573
2.255019,0.572880,0.572744,-0.701118,-0.698045,-0.025298,-0.009505
2.260019,0.540446,0.546677,-0.683073,-0.683719,-0.007266,0.005133
2.265018,0.506919,0.506267,-0.662832,-0.659614,0.010936,0.027313
2.270018,0.472985,0.478970,-0.640735,-0.642050,0.028835,0.041885
2.275017,0.439214,0.438228,-0.617104,-0.613869,0.046077,0.062955
2.280017,0.406030,0.411526,-0.592226,-0.594069,0.062423,0.076290
2.285017,0.373681,0.372487,-0.566389,-0.563216,0.077703,0.095000
2.290016,0.342331,0.347262,-0.539767,-0.542006,0.091852,0.106560
2.295016,0.312110,0.310794,-0.512497,-0.509406,0.104855,0.122506
2.300016,0.283067,0.287434,-0.484661,-0.487209,0.116735,0.132226
2.305015,0.255177,0.253791,-0.456325,-0.453306,0.127531,0.145487
2.310015,0.228385,0.232251,-0.427504,-0.430309,0.137296,0.153490
2.315015,0.202596,0.201157,-0.398135,-0.395145,0.146097,0.164324
2.320014,0.177746,0.181186,-0.368193,-0.371238,0.153979,0.170801
2.325014,0.153807,0.152336,-0.337661,-0.334660,0.160983,0.179451
2.330014,0.130706,0.133784,-0.306485,-0.309756,0.167148,0.184538
2.335013,0.108349,0.106859,-0.274701,-0.271664,0.172490,0.191170
2.340013,0.086619,0.089419,-0.242425,-0.245870,0.177011,0.194928
2.345012,0.065438,0.063931,-0.209751,-0.206697,0.180720,0.199582
2.350012,0.044763,0.047352,-0.176813,-0.180361,0.183625,0.202036
2.355012,0.024564,0.023069,-0.143767,-0.140731,0.185738,0.204759
2.360011,0.004883,0.007300,-0.110785,-0.114355,0.187086,0.205956
2.365011,-0.014234,-0.015663,-0.078028,-0.075060,0.187698,0.206862
2.370011,-0.032796,-0.030520,-0.045647,-0.049155,0.187612,0.206901
2.375010,-0.050777,-0.052099,-0.013790,-0.010928,0.186872,0.206168
2.380010,-0.068135,-0.065979,0.017368,0.014003,0.185531,0.205192
2.385010,-0.084904,-0.086085,0.047704,0.050414,0.183642,0.203065
2.390009,-0.101030,-0.098971,0.077104,0.073944,0.181258,0.201245
2.395009,-0.116523,-0.117538,0.105437,0.107957,0.178445,0.197995
2.400008,-0.131388,-0.129409,0.132559,0.129670,0.175267,0.195529
2.405008,-0.145638,-0.146479,0.158369,0.160660,0.171787,0.191464
2.410008,-0.159287,-0.157378,0.182748,0.180180,0.168073,0.188559
2.415007,-0.172330,-0.172998,0.205674,0.207713,0.164184,0.183987
2.420007,-0.184692,-0.182870,0.227076,0.224852,0.160188,0.180847
2.425007,-0.196273,-0.196743,0.246916,0.248684,0.156153,0.176083
2.430006,-0.207078,-0.205370,0.265194,0.263324,0.152134,0.172913
2.435006,-0.217116,-0.217396,0.281983,0.283494,0.148173,0.168221
2.440006,-0.226339,-0.224765,0.297287,0.295752,0.144320,0.165174
2.445005,-0.234718,-0.234809,0.311097,0.312349,0.140621,0.160781
2.450005,-0.242223,-0.240809,0.323431,0.322229,0.137120,0.158006
2.455004,-0.248870,-0.248781,0.334354,0.335358,0.133841,0.154103
2.460004,-0.254595,-0.253364,0.343868,0.342984,0.130816,0.151699
2.465004,-0.259367,-0.259097,0.351957,0.352709,0.128082,0.148439
2.470003,-0.263187,-0.262160,0.358602,0.358033,0.125679,0.146526
2.475003,-0.266012,-0.265564,0.363940,0.364457,0.123590,0.144029
2.480003,-0.267842,-0.267038,0.367985,0.367703,0.121829,0.142625
2.485002,-0.268749,-0.268145,0.370756,0.371044,0.120405,0.140919
2.490002,-0.268779,-0.268183,0.372239,0.372239,0.119330,0.140061
2.495002,-0.267898,-0.267146,0.372531,0.372607,0.118574,0.139155
2.500001,-0.266048,-0.265679,0.371718,0.371965,0.118111,0.138784
2.505001,-0.263247,-0.262342,0.369872,0.369767,0.117916,0.138550
2.510000,-0.259594,-0.259432,0.367068,0.367534,0.117962,0.138587
2.515000,-0.255257,-0.254249,0.363356,0.363095,0.118225,0.138904
2.520000,-0.250398,-0.250373,0.358773,0.359437,0.118687,0.139276
2.524999,-0.245124,-0.244063,0.353358,0.352952,0.119325,0.140046
2.529999,-0.239500,-0.239576,0.347088,0.347946,0.120133,0.140697
2.534999,-0.233503,-0.232397,0.340021,0.339483,0.121084,0.141844
2.539998,-0.227177,-0.227344,0.332245,0.333272,0.122143,0.142698
2.544998,-0.220573,-0.219434,0.323868,0.323236,0.123270,0.144059
2.549998,-0.213722,-0.213961,0.314948,0.316112,0.124440,0.145003
2.554997,-0.206564,-0.205381,0.305462,0.304746,0.125648,0.146464
2.559997,-0.199100,-0.199414,0.295477,0.296768,0.126868,0.147450
2.564996,-0.191382,-0.190159,0.285110,0.284343,0.128070,0.148907
2.569996,-0.183405,-0.183781,0.274451,0.275824,0.129229,0.149846
